frameId,image_path,xte,steering,throttle
1,1_cam-image_array_.jpg,-0.12168059,0.0,0.3
2,2_cam-image_array_.jpg,-0.12168059,0.0,0.3
3,3_cam-image_array_.jpg,-0.12168059,0.0,0.3
4,4_cam-image_array_.jpg,-0.12168059,0.0,0.3
5,5_cam-image_array_.jpg,-0.12168059,0.0,0.3
6,6_cam-image_array_.jpg,-0.12168059,0.0,0.3
7,7_cam-image_array_.jpg,-0.105189994,0.0,0.3
8,8_cam-image_array_.jpg,-0.105189994,0.0,0.3
9,9_cam-image_array_.jpg,-0.08832905,0.0,0.3
10,10_cam-image_array_.jpg,-0.08832905,0.0,0.3
11,11_cam-image_array_.jpg,-0.09283861,0.0,0.3
12,12_cam-image_array_.jpg,-0.09283861,0.0,0.3
13,13_cam-image_array_.jpg,-0.03943203,0.0,0.3
14,14_cam-image_array_.jpg,-0.03943203,0.0,0.3
15,15_cam-image_array_.jpg,-0.06311838,0.0,0.3
16,16_cam-image_array_.jpg,-0.06311838,0.0,0.3
17,17_cam-image_array_.jpg,-0.05285292,0.0,0.3
18,18_cam-image_array_.jpg,-0.05285292,0.0,0.3
19,19_cam-image_array_.jpg,-0.04863907,0.0,0.3
20,20_cam-image_array_.jpg,-0.04863907,0.0,0.3
21,21_cam-image_array_.jpg,-0.032040846,0.0,0.3
22,22_cam-image_array_.jpg,-0.032040846,0.0,0.3
23,23_cam-image_array_.jpg,-0.032040846,0.0,0.3
24,24_cam-image_array_.jpg,-0.047319163,0.0,0.3
25,25_cam-image_array_.jpg,-0.047319163,0.0,0.3
26,26_cam-image_array_.jpg,-0.016321769,0.0,0.3
27,27_cam-image_array_.jpg,-0.016321769,0.0,0.3
28,28_cam-image_array_.jpg,-0.1388215,0.0,0.3
29,29_cam-image_array_.jpg,-0.1388215,0.0,0.3
30,30_cam-image_array_.jpg,-0.1598449,0.0,0.3
31,31_cam-image_array_.jpg,-0.1598449,0.0,0.3
32,32_cam-image_array_.jpg,-0.18323964,0.0,0.3
33,33_cam-image_array_.jpg,-0.18323964,0.0,0.3
34,34_cam-image_array_.jpg,-0.16915792,0.0,0.3
35,35_cam-image_array_.jpg,-0.16915792,0.0,0.3
36,36_cam-image_array_.jpg,-0.15633094,0.0,0.3
37,37_cam-image_array_.jpg,-0.15633094,0.0,0.3
38,38_cam-image_array_.jpg,-0.21772844,0.0,0.3
39,39_cam-image_array_.jpg,-0.21772844,0.0,0.3
40,40_cam-image_array_.jpg,-0.27786016,0.0,0.3
41,41_cam-image_array_.jpg,-0.27786016,0.0,0.3
42,42_cam-image_array_.jpg,-0.24608155,0.0,0.3
43,43_cam-image_array_.jpg,-0.24608155,0.0,0.3
44,44_cam-image_array_.jpg,-0.22216497,0.0,0.3
45,45_cam-image_array_.jpg,-0.22216497,0.0,0.3
46,46_cam-image_array_.jpg,-0.21882038,0.0,0.3
47,47_cam-image_array_.jpg,-0.21882038,0.0,0.3
48,48_cam-image_array_.jpg,-0.20281288,0.0,0.3
49,49_cam-image_array_.jpg,-0.20281288,0.0,0.3
50,50_cam-image_array_.jpg,-0.17516203,0.0,0.3
51,51_cam-image_array_.jpg,-0.17516203,0.0,0.3
52,52_cam-image_array_.jpg,-0.053328883,0.0,0.3
53,53_cam-image_array_.jpg,-0.053328883,0.0,0.3
54,54_cam-image_array_.jpg,-0.05612072,0.0,0.3
55,55_cam-image_array_.jpg,-0.05612072,0.0,0.3
56,56_cam-image_array_.jpg,-0.12065011,0.0,0.3
57,57_cam-image_array_.jpg,-0.12065011,0.0,0.3
58,58_cam-image_array_.jpg,-0.12819533,0.0,0.3
59,59_cam-image_array_.jpg,-0.12819533,0.0,0.3
60,60_cam-image_array_.jpg,-0.0986953,0.0,0.3
61,61_cam-image_array_.jpg,-0.0986953,0.0,0.3
62,62_cam-image_array_.jpg,-0.03739031,0.0,0.3
63,63_cam-image_array_.jpg,-0.03739031,0.0,0.3
64,64_cam-image_array_.jpg,-0.07117299,0.0,0.3
65,65_cam-image_array_.jpg,-0.028823104,0.0,0.3
66,66_cam-image_array_.jpg,-0.028823104,0.0,0.3
67,67_cam-image_array_.jpg,-0.0130200125,0.0,0.3
68,68_cam-image_array_.jpg,-0.0130200125,0.0,0.3
69,69_cam-image_array_.jpg,-0.08618523,0.0,0.3
70,70_cam-image_array_.jpg,-0.08618523,0.0,0.3
71,71_cam-image_array_.jpg,-0.10878871,0.0,0.3
72,72_cam-image_array_.jpg,-0.10878871,0.0,0.3
73,73_cam-image_array_.jpg,-0.13765794,0.0,0.3
74,74_cam-image_array_.jpg,-0.13765794,0.0,0.3
75,75_cam-image_array_.jpg,-0.13709721,0.0,0.3
76,76_cam-image_array_.jpg,-0.13709721,0.0,0.3
77,77_cam-image_array_.jpg,-0.110611185,0.0,0.3
78,78_cam-image_array_.jpg,-0.110611185,0.0,0.3
79,79_cam-image_array_.jpg,-0.05913166,0.0,0.3
80,80_cam-image_array_.jpg,-0.05913166,0.0,0.3
81,81_cam-image_array_.jpg,-0.05913166,0.0,0.3
82,82_cam-image_array_.jpg,-0.07437484,0.0,0.3
83,83_cam-image_array_.jpg,-0.07437484,0.0,0.3
84,84_cam-image_array_.jpg,-0.08202432,0.0,0.3
85,85_cam-image_array_.jpg,-0.08202432,0.0,0.3
86,86_cam-image_array_.jpg,-0.11422093,0.0010320512871993,0.3
87,87_cam-image_array_.jpg,-0.11422093,0.0010320512871993,0.3
88,88_cam-image_array_.jpg,-0.118239835,0.0010320512871993,0.3
89,89_cam-image_array_.jpg,-0.118239835,0.0,0.3
90,90_cam-image_array_.jpg,-0.058090333,0.0,0.3
91,91_cam-image_array_.jpg,-0.058090333,0.0,0.3
92,92_cam-image_array_.jpg,-0.06052723,0.0,0.3
93,93_cam-image_array_.jpg,-0.086574025,0.0,0.3
94,94_cam-image_array_.jpg,-0.086574025,0.0,0.3
95,95_cam-image_array_.jpg,-0.0942633,0.017543918208072,0.3
96,96_cam-image_array_.jpg,-0.0942633,0.017543918208072,0.3
97,97_cam-image_array_.jpg,-0.07918715,0.083591385891563,0.3
98,98_cam-image_array_.jpg,-0.07918715,0.083591385891563,0.3
99,99_cam-image_array_.jpg,-0.14234948,0.306501589323345,0.3
100,100_cam-image_array_.jpg,-0.14234948,0.5706914600573090,0.3
101,101_cam-image_array_.jpg,-0.17371842,0.5706914600573090,0.3
102,102_cam-image_array_.jpg,-0.17371842,0.5624355265968730,0.3
103,103_cam-image_array_.jpg,-0.08507857,0.5624355265968730,0.3
104,104_cam-image_array_.jpg,-0.08507857,0.5706914600573090,0.3
105,105_cam-image_array_.jpg,-0.023452342,0.5706914600573090,0.3
106,106_cam-image_array_.jpg,-0.023452342,0.5706914600573090,0.3
107,107_cam-image_array_.jpg,0.14157614,0.5706914600573090,0.3
108,108_cam-image_array_.jpg,0.14157614,0.5706914600573090,0.3
109,109_cam-image_array_.jpg,0.1579708,0.5706914600573090,0.3
110,110_cam-image_array_.jpg,0.1579708,0.5624355265968730,0.3
111,111_cam-image_array_.jpg,0.19822365,0.5624355265968730,0.3
112,112_cam-image_array_.jpg,0.19822365,0.5376677262155630,0.3
113,113_cam-image_array_.jpg,0.16442223,0.3147575227837810,0.3
114,114_cam-image_array_.jpg,0.16442223,0.3147575227837810,0.3
115,115_cam-image_array_.jpg,0.14660618,0.0753354524311266,0.3
116,116_cam-image_array_.jpg,0.14660618,0.0753354524311266,0.3
117,117_cam-image_array_.jpg,0.21406804,0.1661507204959270,0.3
118,118_cam-image_array_.jpg,0.21406804,0.1661507204959270,0.3
119,119_cam-image_array_.jpg,0.21406804,0.4881321254529450,0.3
120,120_cam-image_array_.jpg,0.17516586,0.4881321254529450,0.3
121,121_cam-image_array_.jpg,0.17516586,0.7688338631077820,0.3
122,122_cam-image_array_.jpg,0.0738017,0.7688338631077820,0.3
123,123_cam-image_array_.jpg,0.0738017,0.9256965988560730,0.3
124,124_cam-image_array_.jpg,-0.014487676,0.9256965988560730,0.3
125,125_cam-image_array_.jpg,-0.014487676,1.0,0.3
126,126_cam-image_array_.jpg,0.04901081,1.0,0.3
127,127_cam-image_array_.jpg,0.04901081,1.0,0.3
128,128_cam-image_array_.jpg,0.03885677,1.0,0.3
129,129_cam-image_array_.jpg,0.03885677,1.0,0.3
130,130_cam-image_array_.jpg,-0.011939825,1.0,0.3
131,131_cam-image_array_.jpg,-0.011939825,1.0,0.3
132,132_cam-image_array_.jpg,0.035416257,1.0,0.3
133,133_cam-image_array_.jpg,0.035416257,1.0,0.3
134,134_cam-image_array_.jpg,0.063697174,1.0,0.3
135,135_cam-image_array_.jpg,0.063697174,1.0,0.3
136,136_cam-image_array_.jpg,0.2166488,1.0,0.3
137,137_cam-image_array_.jpg,0.2166488,1.0,0.3
138,138_cam-image_array_.jpg,0.2166488,0.7358101292660360,0.3
139,139_cam-image_array_.jpg,0.42902943,0.7358101292660360,0.3
140,140_cam-image_array_.jpg,0.42902943,0.0753354524311266,0.3
141,141_cam-image_array_.jpg,0.3896888,0.0753354524311266,0.3
142,142_cam-image_array_.jpg,0.3896888,0.0423117185893811,0.3
143,143_cam-image_array_.jpg,0.49175376,0.0423117185893811,0.3
144,144_cam-image_array_.jpg,0.49175376,0.083591385891563,0.3
145,145_cam-image_array_.jpg,0.6519923,0.083591385891563,0.3
146,146_cam-image_array_.jpg,0.6519923,0.5624355265968730,0.3
147,147_cam-image_array_.jpg,0.6137453,0.620227060819927,0.3
148,148_cam-image_array_.jpg,0.6137453,0.620227060819927,0.3
149,149_cam-image_array_.jpg,0.6137453,0.6532507946616730,0.3
150,150_cam-image_array_.jpg,0.59391874,0.6532507946616730,0.3
151,151_cam-image_array_.jpg,0.59391874,0.7027863954242910,0.3
152,152_cam-image_array_.jpg,0.3663255,0.7027863954242910,0.3
153,153_cam-image_array_.jpg,0.26205316,0.7358101292660360,0.3
154,154_cam-image_array_.jpg,0.26205316,0.7358101292660360,0.3
155,155_cam-image_array_.jpg,0.32225406,0.7358101292660360,0.3
156,156_cam-image_array_.jpg,0.32225406,0.7358101292660360,0.3
157,157_cam-image_array_.jpg,0.27192247,0.7358101292660360,0.3
158,158_cam-image_array_.jpg,0.27192247,0.7358101292660360,0.3
159,159_cam-image_array_.jpg,0.19513255,0.7358101292660360,0.3
160,160_cam-image_array_.jpg,0.19513255,0.7358101292660360,0.3
161,161_cam-image_array_.jpg,0.07659119,0.7358101292660360,0.3
162,162_cam-image_array_.jpg,0.07659119,0.7358101292660360,0.3
163,163_cam-image_array_.jpg,0.019083183,0.7358101292660360,0.3
164,164_cam-image_array_.jpg,0.019083183,0.7358101292660360,0.3
165,165_cam-image_array_.jpg,0.026200697,0.7358101292660360,0.3
166,166_cam-image_array_.jpg,0.026200697,0.7358101292660360,0.3
167,167_cam-image_array_.jpg,0.026200697,0.7358101292660360,0.3
168,168_cam-image_array_.jpg,0.058976695,0.7358101292660360,0.3
169,169_cam-image_array_.jpg,0.058976695,0.7358101292660360,0.3
170,170_cam-image_array_.jpg,0.14837778,0.7275541958056000,0.3
171,171_cam-image_array_.jpg,0.14837778,0.7275541958056000,0.3
172,172_cam-image_array_.jpg,0.097936474,0.7358101292660360,0.3
173,173_cam-image_array_.jpg,0.097936474,0.7358101292660360,0.3
174,174_cam-image_array_.jpg,0.060777288,0.7358101292660360,0.3
175,175_cam-image_array_.jpg,0.060777288,0.7358101292660360,0.3
176,176_cam-image_array_.jpg,-0.038166597,0.7358101292660360,0.3
177,177_cam-image_array_.jpg,-0.038166597,0.7358101292660360,0.3
178,178_cam-image_array_.jpg,-0.14908393,0.7358101292660360,0.3
179,179_cam-image_array_.jpg,-0.14908393,0.7358101292660360,0.3
180,180_cam-image_array_.jpg,-0.15863058,0.7358101292660360,0.3
181,181_cam-image_array_.jpg,-0.15863058,0.7358101292660360,0.3
182,182_cam-image_array_.jpg,-0.1667676,0.7358101292660360,0.3
183,183_cam-image_array_.jpg,-0.1667676,0.7358101292660360,0.3
184,184_cam-image_array_.jpg,-0.0010225528,0.7358101292660360,0.3
185,185_cam-image_array_.jpg,-0.0010225528,0.7275541958056000,0.3
186,186_cam-image_array_.jpg,0.011911162,0.7275541958056000,0.3
187,187_cam-image_array_.jpg,0.011911162,0.7358101292660360,0.3
188,188_cam-image_array_.jpg,-0.032568064,0.7358101292660360,0.3
189,189_cam-image_array_.jpg,-0.032568064,0.7358101292660360,0.3
190,190_cam-image_array_.jpg,-0.23742901,0.7358101292660360,0.3
191,191_cam-image_array_.jpg,-0.23742901,0.7358101292660360,0.3
192,192_cam-image_array_.jpg,-0.23742901,0.7358101292660360,0.3
193,193_cam-image_array_.jpg,-0.28854457,0.7358101292660360,0.3
194,194_cam-image_array_.jpg,-0.28854457,0.7358101292660360,0.3
195,195_cam-image_array_.jpg,-0.2706353,0.7358101292660360,0.3
